Scheme_Code,Scheme_Name,Fund_House,Scheme_Type,Scheme_Category,Expense,AUM,MoneyControl_Link,CrisilRank,FundManagers,Age,3M Ret,1Y Ret,3Y Ret,5Y Ret,Ret Inception,Sharpe Ratio,Sortino Ratio,Info Ratio,Beta,Alpha,R-Squared,Pos_Year%,Year,Inception_Date,Volatility,Rel_MaxDD,Roll_Ret_1Y,Roll_Ret_3Y,Roll_Ret_Inception,Prob_10Pct,NumStocks,Top5_Pct,Top10_Pct,Top3_Sector,Equity_Holding,F&O_Holding,Foreign_Holding,NumDebts,Modified_Duration,YTM,GT_1PCT,GT_3PCT,GT_5PCT,LT_NEG_1PCT,LT_NEG_3PCT,LT_NEG_5PCT,POS_PCT,GT_NIFTY_UP,GT_NIFTY_DOWN,NIFTY_CORR,PCT_GT_NIFTY
102920,Canara Robeco Emerging Equities,Canara Robeco,Equity,Large & Mid Cap,0.56%,16790.89,https://www.moneycontrol.com/mutual-funds/canara-robeco-emerging-equities-direct-plan/portfolio-overview/MCA205,2 Stars,Shridatta Bhandwaldar,17.21,8.48,15.46,25.58,12.47,15.15,1.24,1.71,0.02,0.82,0.06,0.74,72.22,2006,2006-04-03,14.94,1.0862879115016435,2.95,23.3,18.7,0.6686143656895335,58,23.9%,38.18%,31.29%,95.28,0.00,0.00,0,0.0,0.0,12.94,0.75,0.22,12.04,1.27,0.3,56.47,38.54,62.32,0.91692903178339,49.44
103819,DSP Equity Opportunities,DSP,Equity,Large & Mid Cap,1.69%,12513.67,https://www.moneycontrol.com/mutual-funds/kotak-equity-opportunities-fund-regular-plan/portfolio-overview/MKM067,4 Stars,Harsha Upadhyaya,17.21,7.34,19.25,24.83,12.06,12.95,1.2,1.64,0.01,0.81,0.06,0.72,83.33,2006,2006-04-03,14.91,1.1344069316216154,3.81,20.86,15.49,0.6091072350291408,66,21.43%,36.16%,21.92%,96.70,0.00,0.00,0,0.0,0.0,13.69,0.67,0.15,11.97,1.27,0.3,55.57,39.64,62.81,0.9132377337059381,50.26
130496,HDFC Large & Mid Cap,HDFC,Equity,Large & Mid Cap,1.8%,9076.36,https://www.moneycontrol.com/mutual-funds/hdfc-large-and-mid-cap-fund/portfolio-overview/MMS001,4 Stars,Priya Ranjan|Gopal Agrawal,8.96,9.95,21.79,31.65,14.08,11.68,1.44,1.98,0.05,0.88,0.1,0.71,80.00,2014,2014-06-30,16.38,0.9964969732696598,9.67,25.63,12.62,0.5599469722513318,158,16.37%,24.88%,24.67%,96.71,0.00,0.00,0,0.0,0.0,16.53,0.82,0.07,13.39,1.57,0.3,55.65,46.27,55.63,0.9065677104771509,50.56
100349,ICICI Prudential Large and Mid Cap Fund,ICICI Prudential,Equity,Large & Mid Cap,1.85%,7364.44,https://www.moneycontrol.com/mutual-funds/icici-prudential-large-mid-cap-fund/portfolio-overview/MPI003,5 Stars,Sharmila D’mello|Ihab Dalwai,17.21,7.63,19.86,31.11,14.1,12.75,1.49,2.07,0.05,0.82,0.11,0.69,77.78,2006,2006-04-02,15.41,0.7988206282946209,12.13,25.76,15.24,0.6013576345281125,90,21.17%,35.8%,29.15%,93.93,0.00,0.00,3,0.03,6.34,14.21,0.82,0.07,12.04,1.2,0.3,55.72,41.71,63.62,0.8997250325370681,51.76
103234,Kotak Equity Opportunities,Kotak,Equity,Large & Mid Cap,1.92%,4043.22,https://www.moneycontrol.com/mutual-funds/tata-large-mid-cap-fund-regular-plan/portfolio-overview/MTA043,4 Stars,Meeta Shetty|Chandraprakash Padiyar,17.21,8.2,22.4,26.29,14.16,13.51,1.33,1.83,0.02,0.77,0.08,0.71,83.33,2006,2006-04-03,14.29,0.9193425784377036,8.04,22.28,16.27,0.6208848685744045,44,27.63%,44.27%,30.04%,93.07,0.00,0.00,0,0.0,0.0,12.65,0.45,0.15,11.45,0.97,0.3,57.04,35.91,67.48,0.9130109813677919,50.37
112932,Mirae Asset Emerging Blue Chip,Mirae Asset,Equity,Large & Mid Cap,1.62%,25331.8,https://www.moneycontrol.com/mutual-funds/mirae-asset-emerging-bluechip-fund/portfolio-overview/MMA088,2 Stars,Neelesh Surana|Ankit Jain,12.93,7.64,13.93,26.76,15.28,20.03,1.29,1.8,0.02,0.83,0.07,0.75,78.57,2010,2010-07-12,15.05,1.122509309546806,1.63,24.34,22.11,0.7723502305193342,79,21.8%,33.49%,32.26%,98.66,0.00,0.00,0,0.0,0.0,14.66,0.75,0.22,12.49,1.12,0.22,56.02,40.19,60.03,0.9194353216152741,49.29
100380,Nippon India Vision Fund,Nippon India,Equity,Large & Mid Cap,2.07%,3242.89,https://www.moneycontrol.com/mutual-funds/nippon-india-vision-fund/portfolio-overview/MRC001,3 Stars,Kinjal Desai|Amar Kalkundrikar|Aishwarya Deepak Agarwal|Akshay Sharma,17.21,8.58,18.2,27.47,10.75,10.8,1.3,1.79,0.03,0.87,0.07,0.76,72.22,2006,2006-04-03,15.51,1.09612872217414,5.25,21.52,13.34,0.5631545007369084,69,21.67%,33.18%,27.51%,99.00,0.00,0.00,0,0.0,0.0,15.86,1.12,0.15,15.03,1.65,0.37,55.27,45.17,55.14,0.9077278723407948,49.74
104513,Quant Large and Mid Cap,Quant,Equity,Large & Mid Cap,2.31%,828.47,https://www.moneycontrol.com/mutual-funds/quant-large-mid-cap-fund/portfolio-overview/MES022,3 Stars,Anikt Pande|Vasav Sahgal|Sanjeev Sharma,16.57,5.88,15.71,25.86,14.86,13.25,1.07,1.45,0.01,0.83,0.06,0.52,70.59,2006,2006-11-21,17.99,1.0100599286690344,11.77,28.12,14.93,0.6073912977995289,26,36.74%,56.52%,28.04%,82.01,0.21,0.00,1,0.00,-,14.81,0.82,0.22,13.01,1.42,0.37,55.65,40.75,61.01,0.7892559174665728,50.04
103024,SBI Large & Mid Cap,SBI,Equity,Large & Mid Cap,1.88%,11430.57,https://www.moneycontrol.com/mutual-funds/sbi-large-midcap-fund/portfolio-overview/MSB003,5 Stars,Saurabh Pant|Mohit Jain,17.21,8.24,22.75,29.96,14.41,13.95,1.55,2.14,0.04,0.74,0.11,0.68,77.78,2006,2006-04-03,14.11,0.9455765838986526,9.57,24.47,16.44,0.6305586598182364,71,18.72%,30.91%,27.13%,91.90,0.00,0.00,0,0.0,0.0,12.12,0.67,0.15,11.14,1.05,0.37,56.77,37.43,68.19,0.8946855349208025,51.53
100475,Tata Large & Mid Cap,Tata,Equity,Large & Mid Cap,1.92%,4043.22,https://www.moneycontrol.com/mutual-funds/tata-large-mid-cap-fund-regular-plan/portfolio-overview/MTA043,4 Stars,Meeta Shetty|Chandraprakash Padiyar,17.21,8.0,17.4,24.62,11.36,11.58,1.16,1.63,0.01,0.88,0.04,0.81,83.33,2006,2006-04-03,15.3,0.9998819501634109,4.31,19.11,14.19,0.5826047055416697,44,27.63%,44.27%,30.04%,93.07,0.00,0.00,0,0.0,0.0,13.91,0.82,0.3,11.67,1.2,0.37,54.6,43.37,57.42,0.9533824497403011,49.81
103174,Aditya Birla Sun Life Frontline Equity Fund,Aditya Birla,Equity,Large Cap,1.69%,22498.06,https://www.moneycontrol.com/mutual-funds/aditya-birla-sun-life-frontline-equity-fund/portfolio-overview/MAC031,3 Stars,Mahesh Patil,17.21,8.16,16.96,24.33,10.88,13.92,1.17,1.63,0.01,0.86,0.04,0.81,83.33,2006,2006-04-03,15.0,0.9705580102018772,4.86,19.76,16.16,0.6211348585074512,76,31.48%,47.17%,38.12%,96.72,0.00,0.00,0,0.0,0.0,13.92,0.75,0.22,10.93,1.12,0.22,54.19,40.53,61.01,0.952517589709382,49.93
112277,Axis Blue Chip,Axis,Equity,Large Cap,1.53%,33644.25,https://www.moneycontrol.com/mutual-funds/axis-bluechip-fund-regular-plan/portfolio-overview/MAA009,1 Star,Shreyash Devalkar|Vinayak Jayanath,13.44,7.22,11.08,16.8,10.45,12.34,0.76,1.06,-0.05,0.84,-0.02,0.79,71.43,2010,2010-01-07,14.91,1.2852971790779584,-2.52,14.9,13.77,0.5954207838841369,39,37.36%,57.15%,42.03%,89.56,0.00,0.00,7,0.00,-,12.72,0.67,0.22,10.47,0.9,0.3,52.88,33.84,68.52,0.9307530512056561,49.74
113221,Canara Robeco Blue Chip,Canara Robeco,Equity,Large Cap,1.7%,9600.44,https://www.moneycontrol.com/mutual-funds/canara-robeco-blue-chip-equity-fund-regular-plan/portfolio-overview/MCA174,3 Stars,Vishal Mishra|Shridatta Bhandwaldar,12.81,7.88,16.34,21.58,13.4,13.03,1.06,1.48,-0.02,0.84,0.02,0.81,78.57,2010,2010-08-23,14.63,1.051500755677582,2.94,19.83,14.78,0.6193160105676307,42,34.16%,51.89%,42.77%,96.79,0.00,0.00,0,0.0,0.0,12.19,0.82,0.3,10.62,0.97,0.3,53.93,34.53,70.47,0.9528251619548058,51.01
101635,DSP Top 100 Equity Fund,DSP,Equity,Large Cap,2.06%,2798.97,https://www.moneycontrol.com/mutual-funds/dsp-top-100-equity-fund-regular-plan/portfolio-overview/MDS018,Not Rated,Abhishek Singh|Jay Kothari,17.21,8.12,19.34,20.3,8.86,11.6,0.98,1.37,-0.02,0.8,0.02,0.76,77.78,2006,2006-04-03,14.3,1.088714077925448,2.98,15.42,13.91,0.5767414951343678,31,34.41%,52.72%,43.46%,93.89,0.01,0.00,0,0.0,0.0,14.21,0.97,0.22,12.49,1.12,0.37,53.85,42.27,57.1,0.9404501650207207,49.07
100471,Franklin INDIA Bluechip Fund,Franklin ,Equity,Large Cap,1.83%,6520.84,https://www.moneycontrol.com/mutual-funds/franklin-india-bluechip-fund/portfolio-overview/MKP001,2 Stars,Sandeep Manam|Anand Radhakrishnan|R. Janakiraman|Venkatesh Sanjeevi,17.21,7.21,11.86,21.53,9.53,11.56,0.94,1.32,-0.01,0.89,0.02,0.73,77.78,2006,2006-04-03,16.3,1.0613990833286704,0.96,19.28,14.07,0.5808671431293447,40,35.7%,51.86%,40.19%,94.99,0.00,1.65,0,0.0,0.0,14.58,0.9,0.3,13.24,1.42,0.22,54.38,39.92,56.93,0.9124199013466987,47.72
102000,HDFC Top 100 Fund,HDFC,Equity,Large Cap,1.68%,23821.34,https://www.moneycontrol.com/mutual-funds/hdfc-top-100-fund/portfolio-overview/MZU009,5 Stars,Rahul Baijal,17.21,7.27,19.52,26.45,12.08,13.26,1.22,1.73,0.02,0.88,0.06,0.77,83.33,2006,2006-04-03,15.76,0.8062878261131857,10.03,19.94,16.02,0.612868508882185,50,35.13%,54.62%,39.3%,93.95,0.00,0.00,0,0.0,0.0,15.63,0.97,0.22,13.31,1.35,0.3,54.08,46.82,52.04,0.9318080460623306,49.21
108466,ICICI Prudential Blue Chip,ICICI Prudential,Equity,Large Cap,1.63%,37016.0,https://www.moneycontrol.com/mutual-funds/icici-prudential-bluechip-fund/portfolio-overview/MPI392,Not Rated,Anish Tawakley|Vaibhav Dusad|Sharmila D’mello,15.06,7.42,17.35,25.12,12.33,14.7,1.25,1.78,0.02,0.84,0.06,0.81,75.00,2008,2008-05-26,14.61,0.8263070919488311,7.6,20.98,18.78,0.6774753406132326,69,36.15%,53.85%,36.87%,89.58,0.00,0.81,3,0.01,6.26,13.16,0.9,0.15,10.92,1.2,0.37,53.78,39.23,63.95,0.9516403086744379,50.56
114458,Kotak Blue Chip,Kotak,Equity,Large Cap,1.81%,5857.96,https://www.moneycontrol.com/mutual-funds/kotak-bluechip-fund-regular-plan/portfolio-overview/MKM003,4 Stars,Harish Krishnan,12.45,7.0,16.09,23.63,12.11,11.2,1.14,1.6,0.0,0.85,0.04,0.81,84.62,2011,2011-01-03,14.72,1.0232034704802566,4.14,20.37,14.33,0.6055019036266225,59,28.47%,45.18%,39.63%,98.09,0.00,0.00,0,0.0,0.0,12.95,0.82,0.22,10.93,1.05,0.37,55.76,38.54,63.56,0.9567814879675358,50.0
107578,Mirae Asset Large Cap Fund,Mirae Asset,Equity,Large Cap,1.54%,34640.46,https://www.moneycontrol.com/mutual-funds/mirae-asset-large-cap-fund-regular-plan/portfolio-overview/MMA001,3 Stars,Gaurav Misra|Gaurav Khandelwal,15.19,6.7,13.52,22.6,11.65,15.39,1.07,1.51,-0.0,0.85,0.03,0.8,87.50,2008,2008-04-09,14.94,1.0207578125162757,3.46,19.16,20.34,0.7016565601691166,61,39.23%,55.15%,45.4%,97.08,0.00,0.00,0,0.0,0.0,13.24,0.75,0.22,11.52,1.27,0.3,54.67,41.85,59.54,0.9524678761863007,49.96
106235,Nippon India Large Cap,Nippon India,Equity,Large Cap,1.75%,14171.02,https://www.moneycontrol.com/mutual-funds/nippon-india-large-cap-fund-regular-plan/portfolio-overview/MRC155,5 Stars,Kinjal Desai|Ashutosh Bhargava|Sailesh Raj Bhan|Akshay Sharma,15.85,10.22,25.89,29.79,12.96,12.44,1.36,1.92,0.05,0.91,0.08,0.77,88.24,2007,2007-08-09,16.16,0.8448842550334916,12.19,21.79,14.15,0.5783652679936018,60,29.13%,48.4%,33.06%,98.88,0.00,0.00,0,0.0,0.0,16.16,0.97,0.15,13.69,1.57,0.3,54.6,47.24,54.0,0.9232329210478907,50.34
138308,PGIM India Large Cap,PGIM India,Equity,Large Cap,2.43%,477.86,https://www.moneycontrol.com/mutual-funds/pgim-india-large-cap-fund-regular-plan/portfolio-overview/MDE001,3 Stars,Vinay Paharia|Bhupesh Kalyani|Vivek Sharma,7.27,7.19,17.65,21.08,10.03,11.98,1.01,1.4,-0.02,0.84,0.02,0.8,87.50,2016,2016-03-08,14.67,1.1750196074106745,2.4,16.44,12.51,0.5604179974974043,29,35.89%,55.96%,43.14%,94.92,0.00,0.00,1,0.00,-,12.19,0.82,0.22,10.25,0.9,0.3,53.63,34.67,62.97,0.9499125140081166,47.64
103504,SBI Blue Chip,SBI,Equity,Large Cap,1.66%,36876.32,https://www.moneycontrol.com/mutual-funds/sbi-blue-chip-fund/portfolio-overview/MSB079,4 Stars,Sohini Andani|Mohit Jain,17.21,9.36,20.26,25.33,11.87,11.68,1.19,1.68,0.02,0.88,0.05,0.81,83.33,2006,2006-04-03,15.35,0.952580582650946,6.43,20.54,14.27,0.5839937643196796,49,32.24%,48.49%,33.11%,94.90,0.00,0.00,1,0.00,-,14.14,0.75,0.3,11.29,1.12,0.37,54.75,41.99,59.71,0.9494322527329915,50.11
102036,Tata Large Cap Fund,Tata,Equity,Large Cap,2.18%,1443.3,https://www.moneycontrol.com/mutual-funds/tata-large-cap-fund-regular-plan/portfolio-overview/MTA006,4 Stars,Abhinav Sharma,17.21,7.99,17.33,24.57,11.33,6.54,1.16,1.63,0.01,0.88,0.04,0.81,66.67,2006,2006-04-03,15.3,1.0016466590595883,4.25,19.08,8.94,0.47980419914342287,46,30.89%,48.8%,43.69%,97.85,0.00,0.00,0,0.0,0.0,13.91,0.82,0.3,11.74,1.27,0.45,54.6,43.23,57.42,0.937080885313099,49.74
100651,UTI Mastershare,UTI,Equity,Large Cap,1.74%,10899.82,https://www.moneycontrol.com/mutual-funds/uti-mastershare-unit-scheme-regular-plan-/portfolio-overview/MUT051,2 Stars,Karthikraj Lakshmanan,17.21,6.95,13.39,22.21,11.07,11.56,1.05,1.47,-0.01,0.86,0.02,0.81,77.78,2006,2006-04-03,14.94,1.1067790724164919,1.79,19.61,14.26,0.5876596665859841,50,33.07%,49.97%,42.86%,95.95,0.00,0.00,3,0.00,-,12.27,0.75,0.22,11.07,1.12,0.37,55.35,36.74,63.95,0.9528213535447771,49.21
101592,Aditya Birla Sun Life MIDCAP Fund,Aditya Birla,Equity,Mid Cap,1.98%,3750.76,https://www.moneycontrol.com/mutual-funds/aditya-birla-sun-life-midcap-fund/portfolio-overview/MBS027,2 Stars,Anil Shah,17.21,9.37,14.59,30.02,9.64,12.25,1.39,1.9,0.03,0.76,0.11,0.56,66.67,2006,2006-04-03,15.89,1.1109515484334065,2.47,23.52,14.85,0.5973303729953084,80,16.56%,29.52%,19.99%,97.85,0.00,0.00,0,0.0,0.0,14.52,0.6,0.07,13.25,1.35,0.3,55.99,40.8,60.36,0.8203503457723543,49.78
114564,Axis Mid Cap Fund,Axis,Equity,Mid Cap,1.64%,20804.92,https://www.moneycontrol.com/mutual-funds/axis-mid-cap-fund-regular-plan/portfolio-overview/MAA099,2 Stars,Shreyash Devalkar|Vinayak Jayanath,12.31,10.97,19.0,25.26,15.62,18.47,1.26,1.73,0.01,0.71,0.08,0.59,76.92,2011,2011-02-24,14.64,1.207564388686855,1.52,23.07,20.75,0.7642457499981428,61,18.27%,32.13%,26.78%,89.35,0.00,0.00,3,0.00,-,12.34,0.52,0.07,10.1,0.82,0.15,57.74,33.43,73.08,0.8201636652137945,51.61
104481,DSP Mid Cap Fund,DSP,Equity,Mid Cap,1.72%,13712.84,https://www.moneycontrol.com/mutual-funds/dsp-mid-cap-fund-regular-plan/portfolio-overview/MDS057,Not Rated,Resham Jain|Abhishek Ghosh|Vinit Sambre|Jay Kothari,16.58,8.88,15.18,20.68,10.57,14.49,0.98,1.33,-0.01,0.7,0.05,0.57,77.78,2006,2006-11-16,14.64,1.3033911873314055,-1.77,19.01,16.45,0.6350614720422258,52,18.61%,33.98%,20.17%,94.79,0.00,0.00,0,0.0,0.0,13.24,0.45,0.15,11.37,1.05,0.3,56.32,35.36,68.03,0.8311583662998174,50.34
100473,Franklin India Prima Fund,Franklin ,Equity,Mid Cap,1.81%,7952.68,https://www.moneycontrol.com/mutual-funds/franklin-india-prima-fund-regular-plan/portfolio-overview/MKP002,2 Stars,Sandeep Manam|Akhil Kalluri|R. Janakiraman,17.21,9.77,26.02,27.04,11.01,13.32,1.24,1.69,0.02,0.79,0.08,0.6,83.33,2006,2006-04-03,16.01,1.377302142649142,4.14,21.16,16.05,0.6244108087167661,68,14.86%,26.72%,24.49%,94.65,0.00,0.00,0,0.0,0.0,13.24,0.67,0.07,11.37,1.2,0.3,56.32,37.98,65.58,0.8451564867037111,50.64
105758,HDFC Mid Cap Opportunities Fund,HDFC,Equity,Mid Cap,1.6%,39295.71,https://www.moneycontrol.com/mutual-funds/hdfc-mid-cap-opportunities-fund/portfolio-overview/MHD068,4 Stars,Chirag Setalvad,15.95,12.49,33.68,36.03,14.82,16.91,1.67,2.32,0.06,0.74,0.16,0.53,82.35,2007,2007-07-05,16.06,0.9839403320985,13.11,28.16,18.5,0.6857286998883191,63,19.87%,34.75%,20.88%,93.88,0.00,0.00,0,0.0,0.0,14.88,0.6,0.07,11.82,1.35,0.22,56.25,39.5,65.74,0.8095715612761626,51.53
102528,ICICI Prudential Mid Cap Fund,ICICI Prudential,Equity,Mid Cap,1.98%,3803.25,https://www.moneycontrol.com/mutual-funds/icici-prudential-midcap-fund/portfolio-overview/MPI089,3 Stars,Lalit Kumar|Sharmila D’mello,17.21,8.45,17.36,31.51,11.93,12.23,1.45,2.02,0.04,0.77,0.13,0.55,77.78,2006,2006-04-02,16.14,1.042517145667731,5.8,26.06,14.95,0.597595922975066,72,17.67%,31.48%,26.77%,95.50,0.00,0.00,1,0.00,6.78,14.29,0.6,0.15,13.91,1.57,0.3,55.72,37.71,63.62,0.8279198656262322,49.59
104908,Kotak Emerging Equities Fund,Kotak,Equity,Mid Cap,1.57%,27871.28,https://www.moneycontrol.com/mutual-funds/kotak-emerging-equity-scheme-regular-plan/portfolio-overview/MKM099,4 Stars,Pankaj Tibrewal,16.21,7.51,22.03,33.22,15.46,14.24,1.67,2.34,0.05,0.7,0.15,0.56,76.47,2007,2007-04-02,14.6,0.9510373507677512,8.57,28.39,14.97,0.6056212935723646,78,17.95%,31.02%,18.97%,92.95,0.00,0.00,0,0.0,0.0,13.4,0.52,0.07,11.23,1.05,0.22,57.19,36.19,68.46,0.8241748027848333,50.97
147479,Mirae Asset Mid Cap Fund,Mirae Asset,Equity,Mid Cap,1.73%,9747.92,https://www.moneycontrol.com/mutual-funds/mirae-asset-midcap-fund-regular-plan/portfolio-overview/MMA175,3 Stars,Ankit Jain,3.87,8.65,18.08,33.36,,,1.57,2.17,0.05,0.79,0.14,0.61,100.00,2019,2019-07-30,15.88,1.0422072706457894,6.01,,,,61,15.72%,27.74%,19.72%,96.65,0.00,0.00,0,0.0,0.0,16.16,0.94,0.21,12.7,1.78,0.31,59.92,42.34,67.75,0.866242335995102,53.83
127039,Motilal Oswal Midcap 30 Fund,Motilal Oswal,Equity,Mid Cap,1.87%,4507.74,https://www.moneycontrol.com/mutual-funds/motilal-oswal-midcap-30-fund-regular-plan/portfolio-overview/MMO025,5 Stars,Niket Shah|Ankush Sood,9.3,12.89,37.25,39.41,17.09,21.16,1.8,2.55,0.06,0.71,0.2,0.46,90.00,2014,2014-02-25,16.31,0.9278291296521113,19.66,30.12,18.6,0.6850233982305638,25,38.83%,63.4%,40.56%,88.72,0.00,0.00,0,0.0,0.0,15.56,0.9,0.15,12.79,1.72,0.37,55.35,37.98,64.76,0.793230328743523,50.26
100377,Nippon India Growth Fund,Nippon India,Equity,Mid Cap,1.73%,15165.02,https://www.moneycontrol.com/mutual-funds/nippon-india-growth-fund-retail-plan/portfolio-overview/MRC008,4 Stars,Kinjal Desai|Tejas Sheth|Rupesh Patel|Sanjay Doshi|Dhrumil Shah|Akshay Sharma,17.21,11.26,23.98,34.63,16.23,14.75,1.58,2.16,0.05,0.79,0.14,0.58,77.78,2006,2006-04-03,16.26,1.0548219421584915,9.06,28.55,17.15,0.6395075690491646,86,15.87%,27.04%,16.56%,96.12,0.00,0.00,0,0.0,0.0,15.03,0.67,0.07,13.39,1.57,0.3,57.89,42.27,62.81,0.8325649011072721,51.68
125306,PGIM India Mid Cap Opportunities Fund ,PGIM India,Equity,Mid Cap,1.74%,8549.05,https://www.moneycontrol.com/mutual-funds/pgim-india-midcap-opportunities-fund/portfolio-overview/MPA137,4 Stars,Vinay Paharia|Puneet Pal|Vivek Sharma,9.53,-2.39,5.66,26.11,9.27,8.82,1.12,1.45,0.02,0.79,0.08,0.48,45.45,2013,2013-12-05,18.04,1.552775336657563,-1.47,30.22,9.56,0.49054829401042543,67,15.63%,29.85%,21.35%,94.77,0.00,0.00,3,4.41,-,15.18,0.9,0.15,13.69,1.5,0.6,54.75,39.23,63.3,0.7698795897082884,50.26
125305,PGIM India Midcap Opportunities,PGIM India,Equity,Mid Cap,1.74%,8549.05,https://www.moneycontrol.com/mutual-funds/pgim-india-midcap-opportunities-fund/portfolio-overview/MPA137,4 Stars,Vinay Paharia|Puneet Pal|Vivek Sharma,9.53,6.45,15.23,37.25,17.96,18.2,1.71,2.38,0.06,0.79,0.16,0.57,72.73,2013,2013-12-05,16.48,1.154696660369496,6.02,38.45,19.01,0.6966735745326269,67,15.63%,29.85%,21.35%,94.77,0.00,0.00,3,4.41,-,15.26,0.9,0.15,12.72,1.27,0.37,56.1,39.64,64.11,0.8295680242296426,50.86
101065,Quant Mid Cap Fund,Quant,Equity,Mid Cap,2.38%,1872.12,https://www.moneycontrol.com/mutual-funds/quant-mid-cap-fund/portfolio-overview/MES013,5 Stars,Anikt Pande|Vasav Sahgal|Sanjeev Sharma,17.21,5.8,17.79,37.59,19.35,10.57,1.54,2.14,0.05,0.77,0.17,0.43,61.11,2006,2006-04-03,18.42,1.0694010906926397,14.67,38.16,12.31,0.5642544262281444,24,35.39%,58.15%,35.23%,91.56,0.24,0.00,1,0.00,-,16.98,0.97,0.22,13.24,1.42,0.37,56.02,42.13,62.64,0.7490569339095832,51.53
102941,SBI Magnum Mid Cap Fund,SBI,Equity,Mid Cap,1.9%,10145.1,https://www.moneycontrol.com/mutual-funds/sbi-magnum-midcap-fund/portfolio-overview/MSB065,4 Stars,Sohini Andani|Mohit Jain,17.21,13.04,26.8,38.38,16.73,13.73,1.84,2.59,0.06,0.7,0.19,0.5,77.78,2006,2006-04-03,15.48,0.9986598026360705,10.61,31.91,16.16,0.6157949032113015,61,21.12%,36.46%,31.32%,95.93,0.00,0.00,1,2.94,-,14.29,0.6,0.07,11.74,1.27,0.15,56.32,38.95,66.39,0.7898404009245118,51.53
102328,Tata Mid Cap Fund,Tata,Equity,Mid Cap,2.1%,1882.43,https://www.moneycontrol.com/mutual-funds/tata-mid-cap-growth-fund/portfolio-overview/MTA122,3 Stars,Satish Chandra Mishra|Abhinav Sharma,17.21,11.41,22.6,28.94,15.27,14.07,1.32,1.81,0.03,0.77,0.1,0.56,72.22,2006,2006-04-03,16.16,1.1125581504376962,4.93,24.78,16.76,0.6341252318080414,56,17.56%,31.05%,22.34%,97.49,0.00,0.00,0,0.0,0.0,15.11,0.82,0.15,13.09,1.42,0.22,56.54,38.67,65.25,0.8242356722931372,50.86
113064,Axis Multi Asset Allocation Fund,Axis,Equity,Multi Asset Allocation,2.04%,1463.23,https://www.moneycontrol.com/mutual-funds/axis-triple-advantage-fund-regular-plan/portfolio-overview/MAA091,Not Rated,Hardik Shah|R. Sivakumar|Ashish Naik,12.8,6.84,9.25,15.61,9.83,9.21,0.83,1.16,-0.05,0.63,0.01,0.73,78.57,2010,2010-08-27,11.5,1.0150349900277118,-1.92,14.18,9.93,0.49717921950128696,42,27.36%,45.12%,29.77%,72.35,0.57,0.00,14,3.79,7.17,7.4,0.37,0.0,6.81,0.52,0.15,54.53,21.41,80.91,0.9073775199199068,48.69
103131,HDFC Multi Asset Allocation Fund,HDFC,Hybrid,Multi Asset Allocation,2.11%,1778.44,https://www.moneycontrol.com/mutual-funds/hdfc-multi-asset-fund/portfolio-overview/MHD050,Not Rated,Srinivasan Ramamurty|Priya Ranjan|Nirman Morakhia|Bhagyesh Kagalkar|Anil Bamboli|Arun Agarwal,17.21,5.82,13.73,18.91,10.73,10.14,1.44,2.1,-0.03,0.46,0.08,0.73,88.89,2006,2006-04-03,8.48,0.4665737076754357,5.75,16.59,10.49,0.5291070216699537,61,17.84%,28.36%,24.6%,67.46,0.00,0.00,15,1.91,7.23,5.02,0.37,0.0,3.6,0.45,0.15,54.87,14.38,87.73,0.9054960994401351,47.98
101144,ICICI Prudential Multi Asset Allocation Fund,ICICI Prudential,Hybrid,Multi Asset Allocation,1.72%,17811.98,https://www.moneycontrol.com/mutual-funds/icici-prudential-multi-asset-fund/portfolio-overview/MPI038,Not Rated,Sri Sharma|Gaurav Chikane|Sharmila D’mello|Sankaran Naren|Anuj Tagra|Ihab Dalwai|Priyanka Khandelwal,17.21,5.71,17.55,26.73,14.56,14.15,1.66,2.35,0.01,0.57,0.12,0.6,77.78,2006,2006-04-02,11.48,0.5893928289489276,14.36,23.11,15.85,0.6340148806712309,80,24.41%,38.27%,23.52%,65.00,0.00,0.00,22,0.62,7.15,8.09,0.52,0.07,6.74,0.45,0.22,55.51,26.38,75.29,0.8514684288298359,48.76
103408,SBI MULTI ASSET ALLOCATION FUND,SBI,Hybrid,Multi Asset Allocation,1.83%,777.72,https://www.moneycontrol.com/mutual-funds/sbi-multi-asset-allocation-fund/portfolio-overview/MSB075,Not Rated,Raj Gandhi|Dinesh Balachandran|Mohit Jain,17.21,7.07,15.25,13.03,9.9,8.85,1.02,1.38,-0.04,0.3,0.07,0.46,94.44,2006,2006-04-03,6.94,0.4469352508720571,5.56,11.98,8.94,0.4190833988783047,51,14%,23.41%,12.99%,45.84,0.00,1.38,12,4.68,-,1.6,0.15,0.0,2.36,0.15,0.08,56.28,11.86,89.42,0.786799628873022,47.6
